family,file,variables,clauses,solver,result,time,rank
medium_suite,sat_known_v040.cnf,40,120,BB-CDCL,SAT,0.0736,6
medium_suite,sat_known_v040.cnf,40,120,LA-CDCL,SAT,0.0113,5
medium_suite,sat_known_v040.cnf,40,120,CGPM-SAT,SAT,0.0050,4
medium_suite,sat_known_v060.cnf,60,180,DPLL,SAT,0.0022,1
medium_suite,sat_known_v060.cnf,60,180,CDCL,SAT,0.1182,5
medium_suite,sat_known_v060.cnf,60,180,CoBD-SAT,SAT,0.0082,2
medium_suite,sat_known_v060.cnf,60,180,BB-CDCL,SAT,0.2596,6
medium_suite,sat_known_v060.cnf,60,180,LA-CDCL,SAT,0.0184,4
medium_suite,sat_known_v060.cnf,60,180,CGPM-SAT,SAT,0.0087,3
medium_suite,sat_known_v080.cnf,80,240,DPLL,SAT,0.0033,2
medium_suite,sat_known_v080.cnf,80,240,CDCL,SAT,0.0032,1
medium_suite,sat_known_v080.cnf,80,240,CoBD-SAT,SAT,0.0174,4
medium_suite,sat_known_v080.cnf,80,240,BB-CDCL,SAT,0.2295,6
medium_suite,sat_known_v080.cnf,80,240,LA-CDCL,SAT,0.0288,5
medium_suite,sat_known_v080.cnf,80,240,CGPM-SAT,SAT,0.0141,3
medium_suite,sat_known_v100.cnf,100,300,DPLL,SAT,0.0056,2
medium_suite,sat_known_v100.cnf,100,300,CDCL,SAT,0.0047,1
medium_suite,sat_known_v100.cnf,100,300,CoBD-SAT,SAT,0.0222,4
medium_suite,sat_known_v100.cnf,100,300,BB-CDCL,SAT,0.4156,6
medium_suite,sat_known_v100.cnf,100,300,LA-CDCL,SAT,0.0384,5
medium_suite,sat_known_v100.cnf,100,300,CGPM-SAT,SAT,0.0209,3
medium_suite,sat_known_v120.cnf,120,360,DPLL,SAT,0.0078,2
medium_suite,sat_known_v120.cnf,120,360,CDCL,SAT,0.0059,1
medium_suite,sat_known_v120.cnf,120,360,CoBD-SAT,SAT,0.0252,3
medium_suite,sat_known_v120.cnf,120,360,BB-CDCL,SAT,0.4790,6
medium_suite,sat_known_v120.cnf,120,360,LA-CDCL,SAT,0.0532,5
medium_suite,sat_known_v120.cnf,120,360,CGPM-SAT,SAT,0.0324,4
